,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious,Tot per 1M,Deaths per 1M,Tests,Tests per 1M,Pop
86,Moldova,518793,0,11521,0,504142,0,3130,49,129175,2869,3216305,800833,4016198
87,Egypt,515645,0,24613,0,442182,0,48850,122,4865,232,3693367,34846,105991764
88,Libya,501904,0,6430,0,490973,0,4501,101,71209,912,2477219,351460,7048365
89,Cyprus,477711,0,1032,0,124370,0,352309,60,390282,843,9477138,7742659,1224016
90,Ethiopia,471879,0,7513,0,455845,0,8521,13,3921,62,4890880,40636,120358759
91,Mongolia,469885,0,2179,0,313256,0,154450,192,139088,645,4030048,1192910,3378333
92,Honduras,425113,0,10899,0,132401,0,281813,105,41665,1068,1376322,134892,10203128
93,Armenia,422939,0,8624,0,412240,0,2075,0,142225,2900,3089295,1038859,2973739
94,Réunion,414615,0,777,0,406484,0,7354,10,456916,856,1603660,1767272,907421
95,Oman,389473,0,4260,0,384669,0,544,2,72762,796,25000000,4670556,5352682
96,Bosnia and Herzegovina,377829,0,15787,0,N/A,N/A,N/A,0,116536,4869,1774733,547393,3242157
97,Qatar,367939,132,677,0,365987,109,1275,0,131042,241,3529224,1256933,2807805
98,Kenya,324469,0,5651,0,318395,0,423,0,5792,101,3658042,65304,56015476
99,Zambia,321399,0,3985,0,316787,0,627,0,16602,206,3473362,179415,19359327
100,North Macedonia,311592,0,9300,0,301728,0,564,0,149573,4464,2044880,981600,2083212
101,Botswana,307126,0,2695,0,303845,0,586,1,125789,1104,2026898,830153,2441597
102,Albania,276012,0,3497,0,272224,0,291,2,96110,1218,1825720,635731,2871843
103,Algeria,265864,0,6875,0,178400,0,80589,6,5862,152,230861,5090,45351513
104,Nigeria,256004,0,3143,0,250024,0,2837,11,1186,15,5160280,23910,215819444
105,Zimbabwe,251646,0,5498,0,243561,0,2587,12,16477,360,2317279,151724,15272946
106,Luxembourg,244182,0,1073,0,235939,0,7170,0,378414,1663,4248188,6583511,645277
107,Uzbekistan,238983,8,1637,0,237214,19,132,23,6950,48,1377915,40069,34388425
108,Montenegro,236924,0,2719,0,233782,0,423,6,377137,4328,2472353,3935508,628217
109,Mozambique,225648,0,2203,0,223319,0,126,13,6856,67,1325189,40262,32914348
110,China,223837,102,5226,1,215339,216,3272,169,156,4,160000000,111163,1439323776
111,Laos,209922,34,756,0,N/A,N/A,N/A,0,28081,101,1232128,164819,7475632
112,Kyrgyzstan,200993,0,2991,0,196406,0,1596,131,29873,445,1907195,283464,6728170
113,Iceland,187664,0,153,0,N/A,N/A,N/A,0,543261,443,1925385,5573718,345440
114,Afghanistan,180086,62,7699,0,162930,6,9457,1124,4437,190,963286,23732,40589451
115,Maldives,179662,0,298,0,163687,0,15677,25,321638,533,2213831,3963291,558584
116,Martinique,169620,0,936,0,104,0,168580,8,452665,2498,828928,2212162,374714
117,Namibia,165346,0,4035,0,158397,0,2914,0,62915,1535,1032733,392958,2628101
118,Uganda,164069,0,3596,0,100205,0,60268,2,3384,74,2612795,53897,48477414
119,El Salvador,162089,0,4131,0,150662,0,7296,8,24753,631,1950448,297859,6548229
120,Ghana,161370,0,1445,0,159881,0,44,1,4996,45,2447976,75784,32301926
121,Trinidad and Tobago,160158,0,3902,0,146772,0,9484,18,113742,2771,743498,528024,1408076
122,Brunei,147667,174,223,0,145916,222,1528,0,331525,501,717784,1611484,445418
123,Guadeloupe,140130,0,854,0,2250,0,137026,19,350103,2134,938039,2343609,400254
124,Cambodia,136262,0,3056,0,133201,0,5,0,7942,178,2965981,172868,17157455
125,Jamaica,135663,0,3044,0,86550,0,46069,0,45438,1020,1067650,357593,2985661
126,Rwanda,130002,0,1459,0,45522,0,83021,0,9587,108,5399537,398181,13560515
127,Cameroon,119947,0,1930,0,117791,0,226,13,4315,69,1751774,63018,27797784
128,Angola,99194,0,1900,0,97149,0,145,0,2850,55,1499795,43094,34802955
129,Malta,94354,0,719,0,91683,0,1952,4,212619,1620,1917505,4320934,443771
130,DRC,88036,0,1338,0,50930,0,35768,0,929,14,846704,8939,94719413
131,Senegal,86095,0,1966,0,84109,0,20,0,4897,112,1091310,62077,17579865
132,Malawi,85943,0,2639,0,82849,0,455,67,4283,132,582048,29006,20066472
133,French Guiana,82952,0,397,0,11254,0,71301,1,264727,1267,640521,2044114,313349
134,Ivory Coast,82141,0,799,0,81264,0,78,0,2974,29,1519463,55021,27615828
135,Suriname,80416,0,1341,0,49485,0,29590,0,134792,2248,237010,397273,596593
136,Barbados,79860,0,444,0,76472,0,2944,0,277251,1541,683255,2372067,288042
137,Channel Islands,76190,0,176,0,75439,0,575,0,430695,995,1252808,7082012,176900
138,French Polynesia,72898,0,649,0,N/A,N/A,N/A,7,256697,2285,0,0,283985
139,Eswatini,72334,0,1406,0,70491,0,437,11,61148,1189,1026191,867500,1182929
140,Fiji,64941,0,863,0,63034,0,1044,0,71461,950,528662,581743,908756
141,Guyana,64492,0,1232,0,62652,0,608,0,81250,1552,625327,787819,793745
142,Madagascar,64314,0,1393,0,59370,0,3551,6,2215,48,435827,15008,29039708
143,Sudan,62251,0,4941,0,N/A,N/A,N/A,0,1360,108,562941,12294,45789035
144,New Caledonia,61880,0,313,0,60999,0,568,9,212865,1077,98964,340433,290700
145,Bhutan,59614,0,21,0,59564,0,29,0,75680,27,2303734,2924597,787710
146,Mauritania,59089,0,982,0,57841,0,266,0,12105,201,828500,169733,4881201
147,Belize,58949,0,677,0,57130,0,1142,6,143322,1646,560470,1362659,411306
148,Cabo Verde,56172,0,401,0,55669,0,102,23,98994,707,400982,706662,567431
149,Syria,55880,0,3150,0,52610,0,120,0,3053,172,146269,7990,18306122
150,Gabon,47622,0,304,0,47303,0,15,0,20480,131,1595381,686115,2325238
151,Papua New Guinea,44425,0,651,0,43755,0,19,7,4793,70,249149,26882,9268170
152,Seychelles,43729,0,167,0,43040,0,522,0,439483,1678,0,0,99501
153,Curaçao,43522,0,276,0,42622,0,624,3,263187,1669,496693,3003616,165365
154,Andorra,42894,0,153,0,42181,0,560,14,553478,1974,249838,3223758,77499
155,Burundi,41927,0,38,0,N/A,N/A,N/A,0,3338,3,345742,27524,12561660
156,Mauritius,38020,0,996,0,36368,0,656,0,29802,781,358675,281145,1275767
157,Mayotte,37523,0,187,0,2964,0,34372,0,131528,655,176919,620146,285286
158,Togo,37069,0,273,0,36761,0,35,0,4287,32,739449,85522,8646344
159,Guinea,36597,0,442,0,36113,0,42,8,2650,32,660107,47807,13807653
160,Aruba,36316,0,213,0,35808,0,295,0,337431,1979,177885,1652822,107625
161,Tanzania,35354,0,840,0,N/A,N/A,N/A,7,562,13,0,0,62957464
162,Faeroe Islands,34658,0,28,0,N/A,N/A,N/A,5,704216,569,778000,15808189,49215
163,Bahamas,34481,0,810,0,32696,0,975,0,86124,2023,235192,587444,400365
164,Lesotho,32910,0,697,0,24155,0,8058,0,15135,321,431221,198314,2174434
165,Mali,31071,0,734,0,30188,0,149,0,1455,34,681767,31924,21355815
166,Haiti,30781,0,835,0,29669,0,277,0,2639,72,132422,11351,11665958
167,Isle of Man,28416,0,105,0,26794,0,1517,0,330857,1223,150753,1755269,85886
168,Benin,26952,0,163,0,25506,0,1283,5,2118,13,604310,47491,12724787
169,Somalia,26535,0,1350,0,13182,0,12003,0,1586,81,400466,23932,16733237
170,Saint Lucia,25315,0,370,0,24115,0,830,1,136678,1998,143281,773584,185217
171,Cayman Islands,24477,0,28,0,8553,0,15896,1,364322,417,222773,3315815,67185
172,Congo,24079,0,385,0,20178,0,3516,0,4169,67,347815,60223,5775416
173,Timor-Leste,22904,0,131,0,22758,0,15,0,16767,96,266971,195436,1366028
174,Burkina Faso,20853,0,382,0,20439,0,32,0,948,17,248995,11324,21989159
175,Nicaragua,18491,0,225,0,4225,0,14041,0,2730,33,0,0,6773921
176,Gibraltar,18419,0,102,0,16579,0,1738,0,547012,3029,534283,15867278,33672
177,Solomon Islands,18174,0,146,0,16357,0,1671,2,25284,203,5117,7119,718797
178,South Sudan,17590,0,138,0,13514,0,3938,1,1537,12,395064,34526,11442437
179,Grenada,17556,0,226,0,16562,0,768,4,154663,1991,164138,1446010,113511
180,Liechtenstein,17428,0,84,0,17300,0,44,0,454624,2191,102174,2665293,38335
181,Tajikistan,17388,0,124,0,17264,0,0,0,1749,12,0,0,9943534
182,San Marino,17059,0,115,0,16803,0,141,4,500763,3376,152231,4468708,34066
183,Equatorial Guinea,15914,0,183,0,15704,0,27,5,10678,123,324012,217414,1490297
184,Djibouti,15631,0,189,0,15427,0,15,0,15397,186,305941,301352,1015227
185,Bermuda,14755,0,138,0,14305,0,312,0,238592,2231,912963,14762831,61842
186,CAR,14649,0,113,0,6859,0,7677,2,2936,23,81294,16295,4988892
187,Dominica,14184,0,65,0,13775,0,344,0,196115,899,202425,2798825,72325
188,Samoa,13145,0,25,0,1605,0,11515,4,65426,124,109543,545226,200913
189,Monaco,12124,0,57,0,12009,0,58,4,304861,1433,54960,1381981,39769
190,Gambia,12002,0,365,0,11591,0,46,0,4715,143,155686,61166,2545288
191,Greenland,11971,0,21,0,2761,0,9189,4,210176,369,164926,2895623,56957
192,Yemen,11819,0,2149,0,9042,0,628,23,380,69,265253,8537,31070602
193,Tonga,11500,0,11,0,10875,0,614,0,106516,102,535009,4955393,107965
194,Saint Martin,10668,0,63,0,1399,0,9206,7,267261,1578,112382,2815462,39916
195,Sint Maarten,10279,0,86,0,10127,0,66,10,234691,1964,62056,1416868,43798
196,Caribbean Netherlands,10044,0,35,0,9959,0,50,0,376391,1312,30126,1128949,26685
197,Eritrea,9756,0,103,0,9646,0,7,0,2681,28,23693,6510,3639438
198,Niger,9031,0,310,0,8628,0,93,1,349,12,254538,9840,25866376
199,Vanuatu,8858,0,14,0,8591,0,253,0,27617,44,24976,77869,320744
200,Guinea-Bissau,8260,0,171,0,8033,0,56,6,4017,83,138599,67408,2056128
201,Antigua and Barbuda,8119,0,138,0,7764,0,217,1,81626,1387,18901,190025,99466
202,Comoros,8100,0,160,0,7933,0,7,0,8953,177,0,0,904700
203,Sierra Leone,7682,0,125,0,N/A,N/A,N/A,0,927,15,259958,31379,8284357
204,Liberia,7455,0,294,0,5747,0,1414,2,1411,56,139824,26467,5282907
205,Chad,7417,0,193,0,4874,0,2350,0,428,11,191341,11048,17318776
206,St. Vincent Grenadines,6860,0,106,0,6641,0,113,0,61465,950,99535,891827,111608
207,British Virgin Islands,6690,0,62,0,N/A,N/A,N/A,1,218542,2025,103895,3393930,30612
208,Turks and Caicos,6123,0,36,0,6044,0,43,4,154193,907,521408,13130395,39710
209,Sao Tome and Principe,5982,0,73,0,5900,0,9,0,26367,322,29036,127985,226871
210,Saint Kitts and Nevis,5701,0,43,0,5585,0,73,0,105746,798,70707,1311526,53912
211,Cook Islands,5613,0,1,0,5533,0,79,0,319029,57,18503,1051665,17594
212,Palau,5020,0,6,0,4298,0,716,1,274963,329,51089,2798324,18257
213,St. Barth,4630,0,6,0,N/A,N/A,N/A,0,466076,604,78646,7916851,9934
214,Anguilla,3203,0,9,0,3142,0,52,4,209936,590,51382,3367766,15257
215,Kiribati,3098,0,13,0,2602,0,483,3,25203,106,0,0,122922
216,Saint Pierre Miquelon,2748,0,1,0,2449,0,298,1,478746,174,23787,4144077,5740
217,Falkland Islands,1687,0,0,0,N/A,N/A,N/A,0,459423,0,8632,2350763,3672
218,Montserrat,958,0,4,0,856,0,98,0,191677,800,12706,2542217,4998
219,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0
220,Wallis and Futuna,454,0,7,0,438,0,9,0,41782,644,20508,1887355,10866
221,Macao,83,0,0,0,82,0,1,0,125,0,5584,8383,666110
222,Micronesia,30,0,0,0,30,0,0,0,256,0,21109,179945,117308
223,Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805
224,Marshall Islands,17,0,0,0,14,0,3,0,284,0,0,0,59947
225,Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,625164
226,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0
227,Niue,9,0,0,0,9,0,0,0,5464,0,0,0,1647
228,Nauru,8,0,0,0,8,0,0,0,730,0,0,0,10953
229,Tuvalu,3,0,0,0,0,0,3,0,249,0,0,0,12068
230,Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6111
